benchmark_id,mode,keep_rate,actual_keep_rate,naive_bias,naive_rmse,naive_rank_corr,irt_bias,irt_rmse,irt_rank_corr,ipw_bias,ipw_rmse,ipw_rank_corr,dr_bias,dr_rmse,dr_rank_corr
ai2d_test,features_and_score,0.5,0.49979375184845043,0.07423459286764851,0.09236107720583486,0.9256558504476358,0.023051805383577123,0.07720933551149435,0.9127414133987622,0.06361198345771539,0.09807766953073033,0.8897271257203027,0.07498247708311795,0.09873036925061933,0.9295425207794606
ai2d_test,features_and_score,0.6,0.6004506327537631,0.0612874182425146,0.08109764780221848,0.9275352926344711,0.002884446870623611,0.06763946521919548,0.9223312186423631,0.062287025449459875,0.08072599192180595,0.9064560846463673,0.06111618189478069,0.08415391052836754,0.9321824541843081
ai2d_test,features_and_score,0.7,0.7002864125274348,0.047051330368349874,0.06443117004714748,0.9527327343396671,-0.013395498822054526,0.06303212192420166,0.9412391466626582,0.05281498522698587,0.06660243889271295,0.9384761759712907,0.04744353216160214,0.06919868757413905,0.9557642726224782
ai2d_test,features_and_score,0.8,0.7997174789471226,0.033464671354594196,0.05225819317578016,0.9612555833153248,-0.025173516489389376,0.06248456846041948,0.9592966864635067,0.042474434245447536,0.056622715330402563,0.9527981005680164,0.033974876811504136,0.05762000423305793,0.9629715471219262
ai2d_test,features_and_score,0.9,0.901440623881201,0.017775826097473385,0.03438766191688749,0.9834383509546789,-0.03870557512589327,0.06239563365847038,0.9797285298513854,0.029670039065266038,0.04032782729040625,0.9799408925664364,0.018421103252619878,0.03861734962702392,0.9861824567474597
mmlupro,features_only,0.5,0.49944869644543893,0.021644975679616135,0.025088709943538283,0.997937472861485,0.005132462518910567,0.042622956831353566,0.9971775944420321,-0.0071543327157902355,0.05356459869998993,0.9709075119409466,-0.00015473469235644197,0.012196420374481692,0.9981545809813286
mmlupro,features_only,0.6,0.601355452517859,0.017083944131930668,0.020444741823933864,0.9990230134607033,0.00797604521115621,0.04266828294489331,0.9983716891011724,-0.008280139787434193,0.05757986800177953,0.9627659574468085,-0.0006314193125272968,0.00883811132958807,0.999240121580547
mmlupro,features_only,0.7,0.7000459718924976,0.0147630600258708,0.018136841525022897,0.9990230134607033,0.006866541691124439,0.0411476181347582,0.9973947025618759,-0.004814484507095225,0.030552042495270153,0.9930525401650021,0.000594129094794088,0.0066186204515227415,0.9991315675206253
mmlupro,features_only,0.8,0.8003203666258427,0.0085865609968702,0.013703197623799276,0.9982631350412506,0.0007222269972165426,0.03923050085076394,0.997286148501954,-0.0010805625054147172,0.010682682691130912,0.9991315675206253,-0.0005264345537088806,0.00684132139452352,0.9991315675206253
mmlupro,features_only,0.9,0.9014136356943013,0.0048973870774110155,0.007095777904534196,0.999240121580547,0.003686137186984221,0.038883306429809646,0.9986973512809378,0.0025565299184208273,0.004423691597310041,0.9995657837603126,-0.00031960571958931927,0.002317207281470588,0.9996743378202344
mmlupro,features_and_score,0.5,0.49961749948820355,0.010680406354367733,0.017085283024412205,0.9980460269214069,-0.006044154055416584,0.044522199587040165,0.9937038645245331,-0.01980208217028599,0.06185381243000169,0.9625488493269649,-0.01171226032304556,0.0204928386852093,0.9970690403821102
mmlupro,features_and_score,0.6,0.6013985511670755,0.008807622517148653,0.013949742097085837,0.9980460269214069,-0.0025589962800343833,0.04024406943661153,0.9982631350412506,-0.018156920529124345,0.06293071074893632,0.9626574033868867,-0.009238464296619961,0.013175343430690992,0.9982631350412506
mmlupro,features_and_score,0.7,0.6999472041547098,0.008061426070829233,0.011877236924003791,0.9986973512809378,-0.003804179529349009,0.038693137042657866,0.9978289188015632,-0.012831780946239643,0.03842379352895068,0.9841511072514111,-0.006390284387141333,0.007915543424651443,0.999240121580547
mmlupro,features_and_score,0.8,0.8003993808160729,0.0041763872529069586,0.012160225282568216,0.9981545809813286,-0.00562877394258976,0.04139613156723825,0.9960920538428136,-0.006721700172642476,0.018127765209753073,0.9973947025618759,-0.005032158907948529,0.009562151567587572,0.9990230134607033
mmlupro,features_and_score,0.9,0.8998602885454565,0.0026605970536669097,0.006176352487820835,0.9989144594007816,0.003255308916171392,0.03934161172209885,0.9978289188015632,-0.0015153135161683322,0.013296542735128696,0.9983716891011724,-0.002788084440737084,0.005077834800759348,0.999240121580547
matharena,features_only,0.5,0.5013978811065333,-0.016992768798680866,0.04835197064353405,0.9840235299185807,-0.014096351225320674,0.06069599603936645,0.9732747461761313,-0.027843849552602204,0.167797838148279,0.8039910731020871,-0.013902898369176781,0.0611670417629863,0.9720859787078538
matharena,features_only,0.6,0.5939523248969982,-0.011268532166586203,0.045588180921284575,0.9851913014281364,-0.008457666510366835,0.04777625030348019,0.9833044213344135,-0.02636344883463397,0.16127591184160842,0.8511648188016818,-0.007444072203881102,0.04797524666394138,0.983418895238766
matharena,features_only,0.7,0.7019570335491465,-0.008761154305746501,0.032544092493475715,0.9862533091034664,-0.0010643233720408964,0.03837246183271411,0.9849731648028124,0.001357578585697083,0.10601824875026429,0.9187235279096183,-0.0007254968886503351,0.03929505459297054,0.9828598097195125
matharena,features_only,0.8,0.7999558563861094,-0.0034021707144619405,0.022499218518985824,0.9950243769080057,0.0024848164651881566,0.033729811401720544,0.988477811982618,-0.0011839466259742906,0.08989630647863535,0.9561963130852122,-0.0016567703724599237,0.033037488437779976,0.9892350975541337
matharena,features_only,0.9,0.9011918775750442,-0.002248984402923406,0.0198064005753024,0.9946735559698825,0.00805105817694725,0.03023833774122983,0.9911547284214645,-0.0013659630345142504,0.08824177659022199,0.9385850207243799,-0.00303740806859332,0.026564610700659005,0.9931448044582386
matharena,features_and_score,0.5,0.5025014714537963,0.052046829368919134,0.07513527953271674,0.9623104767353744,0.025636091996024003,0.07860720040294109,0.9533386754488699,0.03290962607049499,0.19304692873800816,0.7762596512522963,0.027232991501403004,0.07967475203128145,0.953004059420762
matharena,features_and_score,0.6,0.5909358446144791,0.04786899609162527,0.06932198437291734,0.9616130624165112,0.02232914724663715,0.05863731567286345,0.9655433547898523,0.02498206236762843,0.1807464014292406,0.8033040245479067,0.02521825382597048,0.06122381491370313,0.962593450331534
matharena,features_and_score,0.7,0.7001177163037081,0.035093735004666934,0.048099416692992336,0.9843953431326301,0.016609915841399925,0.058359515192794996,0.969461884592693,0.029740174697043365,0.14126579674422932,0.907701994152879,0.01931933053565198,0.05982572913824824,0.9697348608261493
matharena,features_and_score,0.8,0.7979693937610359,0.028378972012935013,0.04256951098179808,0.9705519180311343,0.010747636774216186,0.041754005471207674,0.9774971711956391,0.02769748092542262,0.10002252430449424,0.9441413834642226,0.0157355950988872,0.04338483882475683,0.9814068780997437
matharena,features_and_score,0.9,0.898984696880518,0.015173758112493602,0.025264806176007345,0.9943637200462263,0.01631508564407175,0.03354093203325679,0.9902037186339795,0.011509800472284835,0.08736645917325025,0.957059266410893,0.007383121613388264,0.02916418033923368,0.9911899510061861
